PCE,HOMO_LUMO_gap,HOMO,LUMO,Voc,Jsc,CATE,CATE_var,CATE_se
5.07380437395203,-2.0297816979221,-5.46167589671465,-3.43189419879255,0.86167589671465,90.62277586765,38.8267301538639,230.31605325227,15.1761672780801
0,-2.22110586473983,-4.51289916380896,-2.29179329906913,0,67.0042784528,1.60292504257447,1.7675021058767,1.32947437202704
0,-1.7294757669953,-4.56587634672243,-2.83640057972713,0,140.98387271995,2.05007091649711,18.9272876892969,4.35055027430978
6.5293758641385,-1.51331559583915,-5.14098784765212,-3.62767225181297,0.54098784765212,185.7512509333,-6.37971568040205,143.080381395807,11.9616211859349
6.7767069003854,-1.72806750618497,-5.33766760633937,-3.6096001001544,0.737667606339371,141.38572954675,11.4263956442529,286.754667086953,16.9338320260641
4.53939540599779,-2.35329385923648,-5.91784527604397,-3.56455141680749,1.31784527604397,53.012852941295,14.2578548769875,2.46172102791437,1.56898726187129
2.49931782841714,-1.9174496993708,-4.95729013138974,-3.03984043201894,0.357290131389741,107.65843282025,0.0548564976985643,44.2025255969127,6.64849799555604
2.41647224717057,-2.40318469124611,-5.36613844112387,-2.96295374987776,0.76613844112387,48.542500662305,11.6491903069653,43.6706450817349,6.60837688708316
1.65747501885281,-2.0005807559503,-4.86895652027809,-2.86837576432779,0.26895652027809,94.84457645,10.1505655495465,836.943666626197,28.9299786834729
2.48300808060044,-1.97523747364902,-4.98767280682024,-3.01243533317122,0.38767280682024,98.57354638625,-0.94815412386687,28.4107565794743,5.33017416033231
2.54054891656898,-2.00975049369707,-5.01852348025143,-3.00877298655436,0.41852348025143,93.4233250977,-1.24171873543196,41.1495758885126,6.4147935187746
8.27881342167513,-1.90148233893533,-5.75299417019599,-3.85151183126066,1.15299417019599,110.5066900405,9.69151795082698,43.606658693178,6.60353380344025
2.1671011253919,-2.69445787441502,-5.85157955048904,-3.15712167607402,1.25157955048904,26.648226206485,22.9081885196897,340.51416201191,18.4530258226642
3.2662652595445,-1.89845943327437,-5.05289594543013,-3.15443651215576,0.45289594543013,110.99428201745,-1.18160937540675,28.4287748601079,5.33186410743072
0,-1.52359253476124,-5.65592533063375,-4.13233279587251,0,0,-0.459766071397858,0.496384451848611,0.704545564068507
3.91501701376496,-1.23509148230541,-4.84204274470908,-3.60695126240367,0.242042744709081,248.93683973275,0.200479268264625,5.52511615715875,2.35055656327576
3.80405412740084,-2.43037613538648,-5.86001433415001,-3.42963819876353,1.26001433415001,46.46423479373,14.0312856281399,19.2754713373677,4.3903839624078
1.07364334209255,-2.43948457245295,-4.96214735755303,-2.52266278510008,0.36214735755303,45.62704067948,5.38228744545294,28.4645817374788,5.33522087054311
2.92378338296783,-2.2796928636994,-5.34573728245261,-3.06604441875321,0.745737282452611,60.3402249515,9.21013752228195,155.26101216982,12.4603776896938
2.35076070121076,-1.8781726580564,-4.91675133187153,-3.03857867381513,0.31675133187153,114.2187911189,-0.614680920985631,25.5655014927288,5.05623392385369
4.7048467291554,-1.92018480877115,-5.2755844002115,-3.35539959144035,0.6755844002115,107.1799263509,-1.70831769241311,287.741927678388,16.9629575156689
2.36601232909707,-1.93816724562318,-4.94924758946124,-3.01108034383806,0.349247589461241,104.2632296121,0.456349778098084,44.4344895730363,6.66592000949878
4.8550563474309,-1.32615724966007,-4.92503578079189,-3.59887853113182,0.32503578079189,229.8850293805,-4.34596968160255,89.9427970602697,9.48381764166043
9.22737461564746,-1.42901601499708,-5.28907742604957,-3.86006141105249,0.68907742604957,206.09037855965,0.758693673501355,40.5779693407604,6.37008393514249
1.74336186135887,-2.31110983018262,-5.06802907607457,-2.75691924589195,0.46802907607457,57.32740639405,50.0527022926581,3007.24439861311,54.8383478836946
1.87521272106868,-2.37887291765336,-5.1668517317148,-2.78797881406144,0.5668517317148,50.912995522285,15.8414076077278,958.714188026076,30.9631101155242
6.33202416400481,-1.59848597169376,-5.18683937920412,-3.58835340751036,0.58683937920412,166.062243802,-3.10825776649669,52.297793856791,7.23172136194357
3.30787247662189,-2.39404519172837,-5.63288285097654,-3.23883765924817,1.03288285097654,49.288463387865,24.2254101134985,1605.39431600456,40.0673722123695
0,-1.37647103515686,-5.41006024845308,-4.03358921329622,0,0,-3.50773127346641,1.02186131098751,1.01087156008442
8.21876226650552,-1.54005988681537,-5.30281484558425,-3.76275495876888,0.70281484558425,179.9753716332,2.42676400094281,549.218977231677,23.4354214221054
1.17425989765861,-1.92258732834493,-4.76938373846677,-2.84679641012184,0.16938373846677,106.6940258995,11.951549146915,846.439466629061,29.0936327506391
5.08495129953075,-1.69580638966229,-5.13203412716208,-3.43622773749979,0.53203412716208,147.093978356,-2.4755890334968,30.5824642756385,5.53014143360172
0.724031051580655,-2.40118517416822,-4.82777110621468,-2.42658593204646,0.22777110621468,48.92221910914,3.15873435622698,20.7223475426533,4.55218052614934
3.64980396178702,-2.19100484346981,-5.40118941514784,-3.21018457167803,0.80118941514784,70.1103156598,9.44178484588701,39.6346030414101,6.29560188079028
2.59135520168182,-2.49563051499694,-5.57885384395149,-3.08322332895455,0.97885384395149,40.74334516434,33.7337126683114,1147.10002331045,33.8688651021916
0.951896669276086,-1.90624114709919,-4.73373973552892,-2.82749858842973,0.133739735528921,109.54105878885,17.6024363549257,677.154461911136,26.022191719975
6.31693581916883,-1.83370923127464,-5.39610780524037,-3.56239857396573,0.79610780524037,122.1186992519,7.48128725212279,136.987138920905,11.7041504997545
3.7782771016407,-1.98384155821076,-5.19832815248717,-3.21448659427641,0.59832815248717,97.18560794085,-1.8404922475857,43.3517962809867,6.58420809824437
3.19353331816762,-2.24524185318687,-5.36400882866914,-3.11876697548227,0.76400882866914,64.33105319849,9.31970880926504,46.3754165600429,6.80994982066997
9.80572077046197,-1.63095003864161,-5.54084601686359,-3.90989597822198,0.94084601686359,160.40154923845,27.8318924310476,116.216655500097,10.7803829013675
1.99452481756114,-2.32153320299464,-5.14384382990318,-2.82231062690854,0.54384382990318,56.443355740265,16.4295440434706,373.282628821615,19.3205235131353
3.30323801640554,-2.11691225935084,-5.2421255875348,-3.12521332818396,0.6421255875348,79.171245868,-3.65768418496015,539.541602007481,23.22803482879
0.216174308289858,-2.01034862600537,-4.63561199835845,-2.62526337235308,0.0356119983584502,93.4233250977,9.18994918534397,41.548053972143,6.44577799587784
4.21866514834142,-1.68530162647181,-5.03588826957411,-3.3505866431023,0.43588826957411,148.952384737,-1.63897333102724,48.8779300039442,6.99127527736852
5.49787435124204,-1.74466457489901,-5.21259915616123,-3.46793458126222,0.61259915616123,138.12300020025,-2.2114956840931,37.2247755865108,6.10121099344309
4.18617790202475,-1.69459741188265,-5.03799623143971,-3.34339881955706,0.43799623143971,147.093978356,-0.710364618024625,80.0935028508227,8.94949735185294
2.30003716397938,-2.1546770852709,-5.07465756001318,-2.91998047474228,0.47465756001318,74.5765070167,-0.0612092853321088,120.408965843045,10.9731019243897
2.95553935078469,-2.26345087336629,-5.33242169153166,-3.06897081816537,0.73242169153166,62.10450938289,7.67118610810381,363.773897133808,19.0728576027246
1.99048228720268,-2.72075576953487,-5.83636740408918,-3.11561163455431,1.23636740408918,24.77754980454,22.8688851319164,47.634974662446,6.90180952087537
2.6035253156164,-2.22487884735471,-5.20192598900326,-2.97704714164855,0.60192598900326,66.56812080295,1.16859942811167,172.23083619273,13.1236746451872
1.49177946784581,-2.2816495497812,-4.98049178774684,-2.69884223796564,0.38049178774684,60.3402249515,9.86332432997302,59.2072381709062,7.69462397852593
3.01968869920163,-1.47930927575839,-4.84020279065139,-3.360893514893,0.24020279065139,193.47805471085,1.00804215025153,59.398517783446,7.70704338793068
1.9476253142194,-2.31771496348557,-5.1310558187973,-2.81334085531173,0.5310558187973,56.443355740265,25.387442891059,1318.74584917137,36.3145404648244
4.86841247111842,-1.84270541823874,-5.22371050293924,-3.3810050847005,0.62371050293924,120.130115898,-1.07251215373302,182.05021642526,13.4925985794161
2.58829002954356,-1.95681949256893,-4.99299186226969,-3.03617236970076,0.39299186226969,101.36241963445,-2.20048880230512,30.0998941207505,5.48633704038956
4.57036805892774,-1.60192999980506,-5.02602792412367,-3.42409792431861,0.42602792412367,165.1051792767,-1.58976733925791,51.7097240836132,7.19094737038266
2.46872708508599,-2.20326325951589,-5.15246443760974,-2.94920117809385,0.55246443760974,68.77274220765,0.686893720549045,89.5192299446487,9.46146024378101
2.02469775975756,-1.75664671094888,-4.82965005691043,-3.07300334596155,0.22965005691043,135.68793470505,1.97492392795383,125.629881995489,11.2084736693044
2.85338113168032,-2.00892640449594,-5.06772536788312,-3.05879896338718,0.46772536788312,93.8893747779,-0.465365506482288,102.449417533931,10.1217299674478
1.85084137018042,-1.69890111125747,-4.79477408371407,-3.0958729724566,0.19477408371407,146.24654523115,0.732928630239129,54.5035154150429,7.38264962022734
1.76024268878491,-1.93319666013525,-4.85744783357668,-2.92425117344143,0.25744783357668,105.2278979024,2.34089896911091,139.157652385911,11.7965101782651
4.03783091914708,-1.25113009637395,-4.85479576905389,-3.60366567267994,0.25479576905389,243.89534100295,0.499755505953961,3.93633495542753,1.98401989794143
2.44236081322646,-1.82117521246978,-4.9028665101589,-3.08169129768912,0.302866510158901,124.10982324975,0.26538026167352,65.1434481704477,8.07114912329389
3.5105491407705,-1.48936157372561,-4.8830293644688,-3.39366779074319,0.2830293644688,190.89350305805,-1.07280442329376,55.7752963823916,7.46828604047753
2.34056401944366,-2.14048916102676,-5.07167704245305,-2.93118788142629,0.47167704245305,76.3701024151,0.627394135992649,76.8609541685947,8.76703793584781
0,-1.81710688324802,-4.41094766476233,-2.59384078151431,0,125.1057102113,6.13866026117823,43.3195616990018,6.58175977220392
7.15204947705553,-1.73841775162044,-5.38858075926417,-3.65016300764373,0.78858075926417,139.58280483355,6.061233395908,140.33799015561,11.8464336471197
4.20322591126524,-2.07970763998139,-5.36922845779424,-3.28952081781285,0.769228457794241,84.09592990435,15.2550874202366,164.84747183628,12.839294055215
5.85276597742648,-1.45888076820072,-5.05416441206431,-3.59528364386359,0.45416441206431,198.3333037114,-3.7994676829842,91.1108584849798,9.54520080904429
4.09723816104533,-1.91642137992794,-5.18572092922734,-3.2692995492994,0.58572092922734,107.65843282025,-1.84000753143636,52.2093079257597,7.22560086953048
7.36275543003245,-1.75423799811272,-5.43213633725908,-3.67789833914636,0.83213633725908,136.1737743158,17.3258782137962,178.791694574134,13.3713011548665
5.49228440866256,-1.64337287632971,-5.13469612762292,-3.49132325129321,0.53469612762292,158.086056752,-2.91261020792545,27.925934287155,5.28449943581745
7.8512808585674,-1.1895931848869,-5.05856427137104,-3.86897108648414,0.45856427137104,263.5044091342,0.827825691286056,5.17931410799224,2.27581064853653
3.31395536727698,-2.53573103476817,-5.96010227025332,-3.42437123548515,1.36010227025332,37.49925819549,13.5100540995161,29.628314916928,5.44318977410562
7.10605439811117,-1.88698602503046,-5.56976756640957,-3.68278154137911,0.96976756640957,112.7738636791,30.1148204083646,86.2686600981461,9.28809238208504
0,-1.27011928511235,-4.58431549544955,-3.3141962103372,0,238.85928331265,0.248061113379701,0.755888607647861,0.86941854572344
2.66839473046738,-2.5284282275314,-5.67217703827733,-3.14374881074593,1.07217703827733,38.30285614493,21.8354106943422,352.769260227834,18.7821527048375
1.51443567873174,-2.23606341737664,-4.95730844126732,-2.72124502389068,0.35730844126732,65.2311662925,15.240070599183,633.793091587134,25.1752475973352
7.98911557032999,-1.2573799720059,-5.10732526744627,-3.84994529544037,0.50732526744627,242.3593605173,-0.767931485162979,14.1067389255944,3.75589389168469
1.93484033966454,-1.87605114555769,-4.86070848225081,-2.98465733669312,0.26070848225081,114.2187911189,0.818312094434148,43.3319024309081,6.58269720030536
3.11129514083485,-2.31622190363405,-5.44170885764641,-3.12548695401236,0.84170885764641,56.888816701405,14.1832716041622,128.080782547574,11.3172780538243
3.66245562853199,-1.87999338262627,-5.09559241927762,-3.21559903665135,0.49559241927762,113.73530703535,-1.59083199240338,62.0935292281135,7.87994474778304
0.669034204783637,-2.05730319208444,-4.71855344760846,-2.66125025552402,0.11855344760846,86.85237944305,9.85014793945044,43.1538956166727,6.56916247452236
7.44617068855318,-1.57222002091066,-5.26532522768492,-3.69310520677426,0.66532522768492,172.2449838928,4.37876165710303,787.714307732884,28.0662485511136
1.4929985074517,-2.71906578820889,-5.52736052002814,-2.80829473181925,0.927360520028141,24.77754980454,24.5038831804227,83.4908685454448,9.1373337766246
6.60381036553271,-1.86598662422011,-5.47499252530627,-3.60900590108616,0.87499252530627,116.15498090755,31.2112340642538,646.766008467319,25.4315946898207
8.79004768862804,-1.59071095213522,-5.40536251815723,-3.81465156602201,0.80536251815723,167.97606563725,10.9968541562779,372.30534100598,19.2952154951941
1.68305717534955,-2.52089239992703,-5.26940328717891,-2.74851088725188,0.66940328717891,38.695335477565,11.6810878329778,113.240192613769,10.6414375257184
0.509764585326091,-3.20409436154827,-5.75020593187179,-2.54611157032352,1.15020593187179,6.82089940831,-2.76187205631854,3.40967681049776,1.84653102072447
1.37931558737286,-1.43453186795431,-4.70362646298872,-3.26909459503441,0.10362646298872,204.8521641439,1.96103138795329,9.10042013008149,3.01669026087888
2.47937761617228,-1.42011629677014,-4.7828266111632,-3.36271031439306,0.1828266111632,208.71365039135,0.868924940011048,24.2992289021214,4.92942480438858
3.52221286905081,-2.19356921222101,-5.3731811620916,-3.17961194987059,0.7731811620916,70.1103156598,7.64348131856903,192.868914443869,13.8877253156832
8.23836809481518,-1.36755479735859,-5.17183733688221,-3.80428253952362,0.57183733688221,221.72582091725,-3.90538805798595,58.8976760815917,7.67448213768146
4.75698388447059,-1.70140649108145,-5.10203106853231,-3.40062457745086,0.50203106853231,145.83060339445,-1.37088520948991,67.9125494337332,8.24090707590695
2.9470264356739,-1.35923103386618,-4.80282422671047,-3.44359319284429,0.20282422671047,223.6205905024,0.353774067182218,34.4619662288411,5.87043151981531
3.92696196900345,-1.98610714890688,-5.22187389558614,-3.23576674667926,0.62187389558614,97.18560794085,-0.518680285803977,54.8096120106723,7.40335140397052
6.37503949462579,-2.02460822058873,-5.67149155923981,-3.64688333865108,1.07149155923981,91.5675749599,8.64188473842308,949.403060894074,30.8123848621634
3.02524100096103,-2.22460181426462,-5.29942518728517,-3.07482337302055,0.69942518728517,66.56812080295,6.4673026742925,401.785846775119,20.044596448298
1.75664573921618,-2.39272603459607,-5.14425624331172,-2.75153020871565,0.54425624331172,49.67391092365,20.582419567104,3376.7787732715,58.1100574192756
4.74942301114969,-2.11759963484964,-5.52325349440135,-3.40565385955171,0.92325349440135,79.171245868,33.6359520058665,1415.03786947633,37.6169891070023
4.97527549285657,-1.60646000931702,-5.06646730869024,-3.46000729937322,0.46646730869024,164.1509907375,-2.41307384723649,82.7894159957906,9.09886894046676
3.90289825596304,-1.80937156495253,-5.07453156220825,-3.26515999725572,0.47453156220825,126.58134716045,-2.07173002696549,58.7016880306989,7.66170268482789
6.06722046198913,-1.9769183785939,-5.54727697604904,-3.57035859745514,0.94727697604904,98.57354638625,28.1649878342001,73.2295366869869,8.5574258212962
1.67729526083548,-1.5211505627513,-4.74007959006692,-3.21892902731562,0.140079590066921,184.28171484125,2.29270607938742,40.8957849963547,6.39498123502757
3.1077948853595,-2.18370823950967,-5.27361396828104,-3.08990572877137,0.67361396828104,71.00498672345,-3.08108917884746,322.217896667861,17.9504288714187
2.93102711205906,-2.12149979957679,-5.17313436306627,-3.05163456348948,0.57313436306627,78.706567914,-3.88910339601598,16.3630412134178,4.04512561157472
7.37586975918381,-1.39525516101456,-5.12754784367842,-3.73229268266386,0.52754784367842,215.17854890935,-2.78699839150592,86.8076404463829,9.31706179256008
2.63051058593119,-2.16875638168831,-5.1563231467567,-2.98756676506839,0.5563231467567,72.77136331985,-1.85700115953757,26.5093577253424,5.14872389290224
4.10332004170473,-1.49994417541459,-4.93500778556468,-3.43506361015009,0.33500778556468,188.50725895885,-0.991155643345082,57.9626597043006,7.61332120065222
1.38379170837432,-1.92825567659925,-4.80145736524004,-2.87320168864079,0.20145736524004,105.7146463971,2.37640365857982,283.584956567947,16.839980895712
1.3667808136224,-2.70170597471562,-5.41207449268317,-2.71036851796755,0.81207449268317,25.903031364795,14.8558127915441,60.533204227257,7.78030874883876
5.98459399226403,-1.11600337057021,-4.92230785573197,-3.80630448516176,0.32230785573197,285.76654796105,0.569518772372519,0.933731362108503,0.966297760583404
4.49420215824574,-1.79879693232777,-5.13953796692021,-3.34074103459244,0.53953796692021,128.19709383715,-1.25073684127338,49.6966766596033,7.04958698503702
3.84805714466935,-1.72272883803552,-5.01672905873088,-3.29400022069536,0.416729058730881,142.1134932724,-1.00020487425192,66.9357018888595,8.18142419685347
2.47373929792669,-1.51793710851932,-4.80619146743067,-3.28825435891135,0.20619146743067,184.64214047955,0.71923393714641,30.8680740414578,5.55590443055474
3.02393175346016,-1.88586001031989,-5.01267780588918,-3.12681779556929,0.412677805889181,112.7738636791,1.43756277661557,57.3355493733769,7.57202412657124
3.84222552487791,-2.20895022534201,-5.46544691949688,-3.25649669415487,0.865446919496881,68.32663040385,39.6710859794662,253.505903864174,15.9218687302771
1.49751244862456,-1.80393452412129,-4.78094137048433,-2.97700684636304,0.18094137048433,127.37381395505,-0.426678152729663,30.0992490538641,5.48627825158952
9.25757667280018,-1.59900719341147,-5.45797375481975,-3.85896656140828,0.85797375481975,166.062243802,38.698075627408,261.602283445177,16.1741238849335
7.08961572243952,-1.51820731390954,-5.19093465126036,-3.67272733735082,0.59093465126036,184.64214047955,-8.26409852820076,211.450472963287,14.5413366979548
6.11162836671736,-1.66585919167491,-5.21389252838773,-3.54803333671282,0.613892528387731,153.21884263985,-0.877145434810667,98.0691127541022,9.90298504260721
4.36807725811101,-1.76873282899989,-5.10430380434242,-3.33557097534253,0.50430380434242,133.3047589614,-1.25603696331258,52.5287070706502,7.24766907844516
3.83197173230706,-1.3064117558557,-4.85400873182997,-3.54759697597427,0.25400873182997,232.17809187755,0.190953162606864,19.9456758323434,4.46605819849489
3.77002441431488,-1.84078526733692,-5.08100075636732,-3.2402154890304,0.48100075636732,120.62740650415,-0.898352390120727,66.2233775522112,8.13777472975329
9.1551467193516,-1.34874036004336,-5.22388173409811,-3.87514137405475,0.62388173409811,225.84507545925,0.116051221732818,5.37982153501627,2.31944422977063
8.63228954557959,-1.57155305546312,-5.37130652083814,-3.79975346537502,0.77130652083814,172.2449838928,3.87071159661933,211.165038018009,14.5315187787791
6.38165377905136,-2.02251277482414,-5.66720592272714,-3.644693147903,1.06720592272714,92.03067329105,6.77007821509395,1155.09239184595,33.9866502004236
8.63262488949084,-1.30895485826918,-5.17309348472864,-3.86413862645946,0.57309348472864,231.8275182808,-0.503529192967724,17.017331869435,4.12520688807664
1.43813014673732,-2.41082023985521,-5.05989584274867,-2.64907560289346,0.45989584274867,48.126723286135,11.4364341906837,19.6895590503916,4.43729185995147
3.66614173080026,-2.03700448595304,-5.22913452835442,-3.19213004240138,0.62913452835442,89.68365860285,-1.48658597959748,49.8199349313274,7.05832380465273
6.55559014918668,-1.91620220830112,-5.53303049016065,-3.61682828185953,0.93303049016065,108.1343178838,34.3091103919373,198.355307009817,14.0838669054283
8.33876473561429,-1.47406679288679,-5.25877315018274,-3.78470635729595,0.65877315018274,194.81097418965,3.39218049818476,1099.18385789601,33.153941815356
5.45314781241843,-1.44193375713081,-5.0142024143122,-3.57226865718139,0.4142024143122,202.6199626646,-0.0170308911238828,51.9989621901883,7.21103059140566
5.98557497150234,-2.09035491577664,-5.71347578566009,-3.62312086988345,1.11347578566009,82.73184031645,7.4898475765566,75.5214029241803,8.69030511110975
3.47530854783066,-2.01580966103109,-5.1753435828312,-3.15953392180011,0.5753435828312,92.96376030565,-1.59583693172171,42.9875518544142,6.55648929339583
2.50818629615142,-2.10152096807196,-5.07690831847745,-2.97538735040549,0.47690831847745,80.94172957065,-0.929695769645812,44.4260872787779,6.66528973704654
6.95596375685613,-1.59472776721536,-5.24097270282557,-3.64624493561021,0.640972702825571,167.0188015782,-8.77531690051255,95.3519077719902,9.76483014557807
4.07645342945529,-2.08004444490438,-5.34602794401456,-3.26598349911018,0.74602794401456,84.09592990435,10.1744253791099,245.530885828535,15.669425191389
4.91785126699622,-2.06429221280921,-5.48072274483469,-3.41643053202548,0.88072274483469,85.9377076701,51.6368902647983,629.799028037965,25.0957970193809
3.3836142781109,-1.55822455561522,-4.89683874127071,-3.33861418565549,0.296838741270711,175.43161231375,-1.41943372121651,41.9739362619149,6.4787295252939
4.73353978060963,-2.05797849660917,-5.43878739886632,-3.38080890225715,0.83878739886632,86.85237944305,22.0100412311838,234.921717302796,15.327156204032
2.68566439597509,-1.93521481060702,-4.99460856270626,-3.05939375209924,0.39460856270626,104.74488494535,-1.0390628619602,49.6626543429927,7.04717350027603
2.33556668980859,-2.11911474127313,-5.05401727803799,-2.93490253676486,0.45401727803799,79.171245868,0.74385748632738,108.35858358978,10.409542909743
2.22810364276467,-2.18563437558994,-5.08294105367592,-2.89730667808598,0.48294105367592,71.00498672345,0.125953775498241,350.765112258386,18.7287242560295
0,-1.44595562847858,-4.46319328563039,-3.01723765715181,0,201.72749436905,-0.954523817129765,0.0634335725205834,0.251860224173218
4.2904167926889,-2.06982773715162,-5.37250783553188,-3.30268009838026,0.77250783553188,85.47599752705,7.00730126691012,188.928380705559,13.7451220695038
4.60934591236246,-0.88967624265775,-4.80963100919134,-3.91995476653359,0.20963100919134,338.4007862846,1.04772538305385,0.765581666426792,0.87497523760778
1.81786054322085,-2.36752530997771,-5.14060988058752,-2.77308457060981,0.54060988058752,51.751646503115,21.9793994985976,4057.47311537729,63.698297586178
2.53803509021777,-1.72871085024577,-4.87627375616611,-3.14756290592034,0.27627375616611,141.38572954675,-0.225419106715966,45.7654374344888,6.76501570097874
3.0190126429288,-2.34426386801522,-5.46289487836532,-3.1186310103501,0.862894878365321,53.846146402555,38.6197434030773,332.286648039031,18.2287313886357
9.01210032441852,-1.5214164594763,-5.35415817306745,-3.83274171359115,0.75415817306745,183.9124639807,5.22384805638414,150.008701823691,12.2478039592284
7.57992112790461,-1.14705022591577,-5.02141496113242,-3.87436473521665,0.42141496113242,276.8230975406,1.19770726963531,0.677378343170176,0.823029977078707
3.98177493952767,-2.16539072967129,-5.43686555691364,-3.27147482724235,0.83686555691364,73.2265548911,18.4532838786902,110.893335009984,10.5305904397609
5.74280462516564,-1.84204909957067,-5.33269906632061,-3.49064996674994,0.73269906632061,120.62740650415,6.56479184995569,432.109777756743,20.7872503654702
1.900351337544,-2.50040421089416,-5.32515980228668,-2.82475559139252,0.72515980228668,40.33181497709,15.8514724577814,736.943889515124,27.1467104731885
4.13476033545042,-2.38601744425458,-5.87088895268757,-3.48487150843299,1.27088895268757,50.071467978285,13.100834743124,11.5478159631209,3.39820775749819
2.57960159008574,-2.47827353739498,-5.53715145396315,-3.05887791656817,0.93715145396315,42.36336404768,36.1992869891266,616.799056195903,24.8354395208924
8.67040577301112,-1.68838854067015,-5.49867801975314,-3.81028947908299,0.898678019753141,148.4851049851,41.4269011400012,223.844639463982,14.9614384156064
1.83360605337102,-2.57182102175324,-5.40101144489219,-2.82919042313895,0.80101144489219,35.230183065415,14.0609077287627,76.6669396060352,8.75596594363153
1.92991925319001,-1.30207639519265,-4.72765420098872,-3.42557780579607,0.12765420098872,232.67601349915,1.12322870184058,6.779574632964,2.60376163136413
2.08499770606533,-1.97614568753323,-4.92553132599095,-2.94938563845772,0.32553132599095,98.57354638625,3.70749467644114,228.093891669615,15.1027776143865
9.52833517692179,-1.61604106748678,-5.50357742668026,-3.88753635919348,0.90357742668026,162.2927952139,28.9182909199639,623.803191722698,24.9760523646692
2.41654314781159,-2.29990663827738,-5.23438403916581,-2.93447740088843,0.63438403916581,58.625950012825,5.01232540558533,194.582706735485,13.9492905459556
2.3897987205689,-2.15366467718952,-5.09318160914639,-2.93951693195687,0.49318160914639,74.5765070167,2.8584108231305,245.56260365759,15.6704372516401
3.14925902816129,-2.21021159728294,-5.31404115616473,-3.10382955888179,0.71404115616473,67.87857645205,16.3585449597329,674.670705118316,25.97442405749
6.48854321812987,-1.7229222435952,-5.30268304398017,-3.57976080038497,0.70268304398017,142.1134932724,-2.60818739539439,109.069571697516,10.4436378574478
2.9893514406538,-1.28860855626026,-4.79605932108067,-3.50745076482041,0.19605932108067,234.65892041345,0.840279127734015,10.0695657545317,3.17325790860619
6.38542389001486,-1.62081047296199,-5.20959241079952,-3.58878193783753,0.609592410799521,161.2121494191,-5.07648615644294,66.5613821574675,8.15851592861517
1.96050152593238,-2.39664105139066,-5.21216640597852,-2.81552535458786,0.61216640597852,49.288463387865,12.257532894494,682.441439633284,26.1235801457856
1.14748544384462,-2.77578681178074,-5.42057258716601,-2.64478577538527,0.82057258716601,21.521759199135,12.3617185131684,18.9091751341817,4.34846813650298
8.381094028588,-1.61721553450034,-5.39684649268669,-3.77963095818635,0.79684649268669,161.87270899865,9.70862671418798,168.38820446512,12.9764480681395
5.05357750341272,-1.82499169665603,-5.22919370960026,-3.40420201294423,0.62919370960026,123.6124304909,-4.87939944513163,102.728493417938,10.1355065693796
0,-1.33403059605842,-4.54663134327603,-3.21260074721761,0,229.17956079395,-0.338051460232358,0.310747314775082,0.557447140790122
8.75250152996914,-1.64935096849987,-5.46005239202536,-3.81070142352549,0.86005239202536,156.62276059885,35.595838938344,311.622065945903,17.652820339705
0.615612218047441,-1.91566027111756,-4.68761758384559,-2.77195731272803,0.0876175838455902,108.1343178838,13.7881123588004,610.276860046249,24.703782302438
2.2307353335026,-1.59004802990565,-4.80438462783953,-3.21433659793388,0.204384627839531,167.97606563725,-0.459710786132303,34.4445208406384,5.86894546240109
0.91371270077781,-2.23192782880023,-4.81409530914001,-2.58216748033978,0.21409530914001,65.6825638976,10.745665633336,32.9382345258609,5.73918413416584
0,-2.05030590561345,-4.58435186214688,-2.53404595653343,0,87.7928611742,6.22605129388382,36.1159619563942,6.00965572694428
1.99763340825497,-2.65351897370764,-5.64897017212751,-2.99545119841987,1.04897017212751,29.308948694545,29.1399375457399,336.674679547367,18.3486969441257
8.70474622983857,-1.73569534912611,-5.5564926189106,-3.82079726978449,0.9564926189106,140.06256609345,33.5139092369383,270.886117794688,16.4586183440375
1.48326196241058,-2.3940667216996,-5.06314839985738,-2.66908167815778,0.46314839985738,49.288463387865,8.32190525374445,69.8167609798059,8.35564246361738
7.45194668538439,-2.01872287291377,-5.83992519669675,-3.82120232378298,1.23992519669675,92.49576333985,11.3884066130287,24.4841171730308,4.94814280038792
6.36386750933652,-2.15649487207261,-5.9211737172167,-3.76467884514409,1.3211737172167,74.1325247312,14.4350132963963,13.6205195540983,3.69059880698218
2.02254810747211,-2.1544249765002,-5.01739227728,-2.8629673007798,0.41739227728,74.5765070167,8.66674739687344,304.871274251362,17.4605634001702
0.956247734773317,-2.42989232953832,-4.91673730511193,-2.48684497557361,0.31673730511193,46.46423479373,4.77875393947762,22.4680293330944,4.74004528808474
2.33898472274108,-1.91261897787921,-4.93146674726315,-3.01884776938394,0.331466747263151,108.60129547865,-2.05235121716914,44.8712645544266,6.69860168650343
2.83453523885764,-1.61647328361148,-4.86880058367016,-3.25232730005868,0.268800583670161,162.2927952139,1.07398613042283,83.2304218191653,9.12307085466102
2.54300594261031,-2.43574794616593,-5.44996798197472,-3.01422003580879,0.84996798197472,46.046051613835,41.7809733324117,621.262997918758,24.9251479016426
0,-1.8242236682757,-4.59104218905462,-2.76681852077892,0,123.6124304909,28.9299513320981,9753.66624563678,98.7606513022104
2.01525155700813,-2.09018808200579,-4.97489026892585,-2.88470218692006,0.37489026892585,82.73184031645,6.5987321391436,537.940340041856,23.1935409121129
